"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MT-CO1",3.88416876790613e-26,0.474892208256676,0.998,0.974,1.66032678152915e-21
"IFT22",3.96385388413009e-26,0.963596711089011,0.424,0.206,1.69438898131025e-21
"NDUFB7",3.97029765626741e-26,-0.714415382296301,0.817,0.827,1.69714343614807e-21
"FAM188A",3.98122719072566e-26,1.86792522793028,0.126,0.032,1.70181537494759e-21
"RP11-793H13.3",4.04757982244444e-26,3.36893428757269,0.024,0.002,1.7301784709021e-21
"ZNF812P",4.06484113728371e-26,3.36987269696409,0.031,0.003,1.7375569925433e-21
"SP140L",4.10913281119402e-26,1.19542293438664,0.14,0.038,1.75648991147299e-21
"PITX1",4.20724644343552e-26,-2.32900062249498,0.14,0.376,1.79842956471095e-21
"PIGG",4.21087112911231e-26,1.78179778061216,0.129,0.033,1.79997897285035e-21
"HDAC7",4.28148088700698e-26,1.31160960676523,0.207,0.072,1.83016181996e-21
"RPL7A",4.2964573370865e-26,0.306852138672372,0.988,0.962,1.836563653311e-21
"FNBP1L",4.31595618226856e-26,0.955193537439425,0.51,0.286,1.84489862967252e-21
"AC017002.2",4.39627764276737e-26,2.99116796627328,0.069,0.012,1.87923284117734e-21
"ODF3B",4.78575860947767e-26,0.718414036238966,0.452,0.22,2.04572037520732e-21
"RORC",4.95978194491622e-26,1.25076904264725,0.16,0.046,2.12010839017389e-21
"CTC-459F4.3",5.17070401191403e-26,2.2373947384712,0.071,0.012,2.21026913693277e-21
"ZNF320",5.3189787875559e-26,2.92483590933345,0.048,0.006,2.27365067252864e-21
"DHRS12",5.40002993201754e-26,1.14912273301113,0.214,0.075,2.30829679474022e-21
"DYX1C1",5.45587416909832e-26,1.66448901037656,0.126,0.032,2.33216797232277e-21
"GOLGA8B",5.61539893564747e-26,1.37399888419855,0.171,0.053,2.40035842903187e-21
"PTRH1",5.66896300062238e-26,1.02811350963707,0.331,0.145,2.42325492424604e-21
"BRE",5.82889794313015e-26,1.7343775465529,0.121,0.031,2.49162071477042e-21
"CENPF",6.02209549241073e-26,-4.1005606408808,0.048,0.273,2.57420493918589e-21
"RRP12",6.10974983817934e-26,1.19329008446038,0.207,0.071,2.61167366582814e-21
"RNF43",6.31147175024451e-26,1.83868306841792,0.143,0.04,2.69790171435952e-21
"COPB1",6.72639679614318e-26,0.923074938031857,0.412,0.2,2.87526557447936e-21
"DLX5",6.89723331088488e-26,-7.19205237807956,0.002,0.215,2.94829135107085e-21
"TBC1D12",6.9752883695922e-26,1.79923237624704,0.162,0.049,2.98165676646588e-21
"ARHGAP35",7.01868775685478e-26,1.08253716380163,0.293,0.121,3.00020826854514e-21
"INHBB",7.51152620846671e-26,1.28863658765289,0.338,0.151,3.21087699307118e-21
"LMF1",7.74760342307515e-26,1.99334353865982,0.117,0.029,3.3117905592277e-21
"C2orf47",8.45939361584508e-26,1.27166799694085,0.167,0.051,3.61605239502914e-21
"RASSF1",8.47554411730897e-26,1.41941057109175,0.281,0.116,3.62295608838489e-21
"FAM177B",8.97762388508741e-26,2.84289995975559,0.026,0.002,3.83757510591946e-21
"OCEL1",9.82003394161744e-26,1.09212495216944,0.264,0.103,4.19767170868379e-21
"MBNL2",1.00473503549513e-25,0.800860535807719,0.417,0.2,4.29484038272746e-21
"CTC-444N24.8",1.00679456955714e-25,3.07074270717992,0.036,0.003,4.30364406702894e-21
"CBWD2",1.02316209427759e-25,1.12385162055317,0.24,0.09,4.373608688199e-21
"RBBP6",1.03119590234568e-25,0.874025340872943,0.526,0.292,4.40795000416684e-21
"BCL11A",1.08130168655049e-25,-4.10035877842695,0.04,0.261,4.62213218932872e-21
"FAM133B",1.09799315629383e-25,0.708857244231356,0.636,0.38,4.69348154589362e-21
"SIRT3",1.10691415185036e-25,1.3878461458948,0.164,0.05,4.73161523349955e-21
"CYP51A1",1.14877626016265e-25,1.12456153694034,0.224,0.079,4.91055900169125e-21
"NUDT5",1.17487434443012e-25,-1.4007334327966,0.474,0.597,5.02211787270101e-21
"BTG2",1.18685808845944e-25,1.28935632186503,0.733,0.551,5.07334358492871e-21
"AZIN1",1.19350573245852e-25,0.76040892357725,0.481,0.246,5.10175960396718e-21
"CFAP298",1.23547670318316e-25,-3.24512103308785,0.045,0.271,5.28116871542672e-21
"ARHGEF37",1.25032558473461e-25,1.40254408659279,0.164,0.05,5.34464174450654e-21
"AP000344.3",1.26291685457693e-25,3.71155461367208,0.024,0.002,5.39846438657455e-21
"CA5B",1.27153370581046e-25,1.5828007611579,0.186,0.061,5.43529797885738e-21
"MSN",1.27494065968641e-25,-2.2081586555152,0.164,0.395,5.44986134389553e-21
"RP11-51J9.5",1.28829711179495e-25,2.1867289222442,0.06,0.009,5.5069548340787e-21
"NF1",1.29445108491268e-25,1.08696193570539,0.238,0.089,5.53326060756774e-21
"ITGA10",1.33572196828106e-25,2.20574673299607,0.088,0.018,5.70967712561424e-21
"UBE2H",1.36238295754824e-25,0.864206830603879,0.457,0.236,5.82364219033569e-21
"SGK223",1.46365871137613e-25,2.25380082464935,0.079,0.015,6.25655552764841e-21
"PRRG2",1.52077884891698e-25,1.23936809085128,0.236,0.088,6.50072126758054e-21
"SLC25A24",1.5528767857842e-25,1.16492056030912,0.279,0.113,6.63792710851313e-21
"EXOC7",1.65426931061604e-25,0.826722950699575,0.352,0.159,7.07133959515931e-21
"RP1-232P20.1",1.71300430697743e-25,2.58414937126952,0.045,0.005,7.32240821060573e-21
"AC009133.12",1.81751422382018e-25,2.09577135536411,0.071,0.013,7.76914630114176e-21
"PSMB10",1.83378186308415e-25,0.9237897649555,0.238,0.088,7.83868395193949e-21
"CDKN2C",1.87089625722085e-25,-4.99081300587293,0.021,0.237,7.99733314111623e-21
"MED19",1.87761967854088e-25,0.87388977673808,0.429,0.215,8.02607307789086e-21
"DPYD",1.88899821417761e-25,1.61773782363695,0.088,0.018,8.0747117663236e-21
"BCAS4",1.92009516322633e-25,1.15285103213449,0.233,0.086,8.20763878472728e-21
"MAFB",1.9395696849843e-25,-2.16508458161929,0.298,0.503,8.29088457543389e-21
"COX16",2.04289310728268e-25,0.948865850691712,0.376,0.174,8.73255087639054e-21
"PPP1R14C",2.14277675518207e-25,-6.71581402409048,0.005,0.215,9.15951351770127e-21
"JKAMP",2.21396651508759e-25,0.9371458147293,0.331,0.146,9.46382126539342e-21
"MCM7",2.22315255885765e-25,-2.08664000581887,0.193,0.417,9.50308792809291e-21
"CAPZA2",2.36925925524468e-25,0.627791729568864,0.619,0.357,1.01276356124689e-20
"POLR2H",2.43002511313884e-25,-1.2363244882329,0.49,0.624,1.03873853486233e-20
"CTR9",2.46453195580154e-25,1.13181236145249,0.233,0.086,1.05348882982693e-20
"ULK1",2.50924431822507e-25,1.91312877850237,0.114,0.028,1.07260157626849e-20
"GPRC5C",2.57124072028326e-25,0.983312431486239,0.338,0.15,1.09910255829228e-20
"TRAF5",2.58400273912152e-25,1.55013053649675,0.133,0.036,1.10455781086488e-20
"PIGT",2.59525582295598e-25,0.657502213099296,0.626,0.377,1.10936805408076e-20
"CMSS1",2.60993766980545e-25,-2.05929427136372,0.221,0.436,1.11564395633504e-20
"PSAP",2.72244522632491e-25,0.539619850594737,0.874,0.671,1.16373643644485e-20
"RHOV",2.90329949961617e-25,-1.61230369838954,0.46,0.622,1.24104440410593e-20
"KAT6B",3.01099798853138e-25,1.02477574675716,0.355,0.162,1.28708120017762e-20
"PVRL1",3.05196794788558e-25,1.73929516068765,0.131,0.035,1.30459421900317e-20
"FLII",3.12245614646718e-25,1.15713363842291,0.243,0.092,1.33472510436886e-20
"SPAG17",3.17015654642608e-25,2.93874905711927,0.036,0.004,1.35511511733529e-20
"METTL26",3.18526759178284e-25,-2.65444837158584,0.062,0.294,1.36157448478349e-20
"IDUA",3.40869759041822e-25,2.11564574569779,0.098,0.022,1.45708187200017e-20
"C17orf89",3.4198172550756e-25,0.626289024516288,0.355,0.153,1.46183508385461e-20
"SQOR",3.49265483678005e-25,-3.46418741269529,0.033,0.254,1.49297023653e-20
"AP1G1",3.64926972100626e-25,1.09432940473046,0.233,0.087,1.55991683494134e-20
"FKBP5",3.7616076546233e-25,1.2822223682265,0.293,0.126,1.60793680804528e-20
"PAGR1",3.79554406681024e-25,0.746426640996793,0.276,0.108,1.6224432667987e-20
"TUBB6",3.85713646015819e-25,-4.21709186015459,0.031,0.248,1.64877155125922e-20
"CCNB2",3.90675436004975e-25,-5.12442792787069,0.019,0.232,1.66998121874687e-20
"SNX9",3.97972845911487e-25,1.07603617013272,0.333,0.151,1.70117472713324e-20
"DRAM1",4.10302756077663e-25,1.32107410445422,0.162,0.049,1.75388016112958e-20
"C3orf52",4.14806170974569e-25,1.28892774058799,0.169,0.052,1.77313045844789e-20
"RP11-206M11.7",4.35888762323677e-25,2.04610071922767,0.257,0.107,1.86325010342879e-20
"RNF213",4.3613367206472e-25,0.620808708631008,0.512,0.268,1.86429699460785e-20
"SET",4.45280882796581e-25,-0.918942372316558,0.721,0.772,1.90339766160226e-20
"C5orf42",4.50064709884719e-25,1.9319645388985,0.102,0.024,1.92384660887322e-20
"HYI",4.5203165008714e-25,0.710266842492526,0.45,0.222,1.93225449146249e-20
"HADHA",4.53046108765949e-25,0.770454039115572,0.612,0.353,1.93659089653092e-20
"RAB14",4.72155138110846e-25,0.937920587927535,0.524,0.293,2.01827435336862e-20
"TCIRG1",5.02506301257764e-25,1.29403276911298,0.21,0.073,2.14801343535644e-20
"RP11-166O4.6",5.08133886201956e-25,2.72557614075579,0.064,0.011,2.17206910995888e-20
"PPP1R37",5.43610982492517e-25,1.046509296217,0.257,0.101,2.32371950576251e-20
"STK16",5.67221532612271e-25,0.930939410950377,0.293,0.122,2.42464516330441e-20
"AL355338.1",5.97812311629192e-25,-3.25569682712479,0.014,0.228,2.55540850729014e-20
"AC058791.1",5.9956025987155e-25,1.19913477928833,0.114,0.028,2.56288028684693e-20
"MAGI3",6.16440975337558e-25,1.37134620336258,0.271,0.113,2.63503859317792e-20
"BCL2L1",6.22587288707583e-25,0.871534277848781,0.414,0.201,2.66131162430944e-20
"TTC38",6.2809574655356e-25,1.92727202609061,0.107,0.025,2.68485807821785e-20
"CYP4F11",6.58991865463303e-25,2.59127237113064,0.052,0.007,2.81692662810944e-20
"RP11-1000B6.3",6.61461055846001e-25,1.62494608770475,0.148,0.043,2.82748142931932e-20
"KDELR2",6.62239958550443e-25,-0.808341411510908,0.719,0.822,2.83081092681972e-20
"SNX17",6.82538979936817e-25,0.635160159887436,0.493,0.255,2.91758112363792e-20
"ARID5A",6.89719352757586e-25,1.18407821851515,0.298,0.128,2.94827434529758e-20
"CDK12",7.29512668633279e-25,1.0228286775046,0.333,0.151,3.11837485333982e-20
"BORCS7",7.35845758688195e-25,1.08724559388612,0.324,0.142,3.14544628008856e-20
"RP5-1050D4.4",7.39083792835242e-25,5.24679818055541,0.012,0,3.15928758085353e-20
"RP11-49I11.1",7.42940269137925e-25,2.51239021839242,0.145,0.042,3.17577247445697e-20
"FAM13B",7.43763440835835e-25,1.32645154455289,0.179,0.058,3.17929120419686e-20
"TJP1",7.56593511572735e-25,0.776198110568964,0.414,0.202,3.23413462456881e-20
"EHF",7.68980612262223e-25,0.824138904325156,0.467,0.245,3.2870845251761e-20
"METTL10",7.76605735012995e-25,1.50767150863315,0.129,0.035,3.31967887488655e-20
"SEC31A",8.18256958704241e-25,0.804270256759349,0.455,0.237,3.49772119567715e-20
"C9orf9",8.3591584603012e-25,1.53087348326389,0.14,0.04,3.57320587544035e-20
"ATP6V0D1",8.36790773211381e-25,0.754504388489109,0.479,0.255,3.57694583916937e-20
"PHOSPHO2",8.39833953137873e-25,1.62349964569912,0.162,0.05,3.58995421608315e-20
"ELP2",8.43045390612898e-25,1.05226934726975,0.395,0.194,3.60368182671389e-20
"GADD45GIP1",8.97602981701747e-25,-0.921372316280417,0.66,0.72,3.83689370558229e-20
"CDKN2B",9.30486865499247e-25,-3.22558792489855,0.067,0.288,3.97745915526308e-20
"DSCR8",9.35640921918133e-25,1.83356626833266,0.14,0.04,3.99949068483125e-20
"HMG20B",9.56459458421403e-25,0.522246876433004,0.655,0.389,4.08848160096813e-20
"DRAIC",1.01061664186575e-24,2.12909254264959,0.071,0.013,4.31998189731936e-20
"SUB1",1.03414207336107e-24,-0.535293547838074,0.933,0.922,4.42054370678921e-20
"FPGS",1.03600896388416e-24,1.00052338801339,0.262,0.103,4.42852391701922e-20
"PPIA",1.05598169893243e-24,-0.599815214048355,0.974,0.97,4.51389937025655e-20
"SUPT6H",1.1933990433471e-24,1.24758522796914,0.231,0.087,5.10130355069153e-20
"GET4",1.25391186564022e-24,1.0948114745137,0.205,0.071,5.35997166086569e-20
"SYNE2",1.25642367277204e-24,0.87156612565212,0.493,0.263,5.37070863163137e-20
"ZNF331",1.26066014250425e-24,1.21885505297501,0.195,0.066,5.38881784514867e-20
"RFC4",1.31281256964273e-24,-2.2215503548572,0.112,0.338,5.61174861019483e-20
"PRDX6",1.34008762333303e-24,-0.892097187144179,0.721,0.77,5.72833855469939e-20
"VTCN1",1.37929216684642e-24,1.24923594385787,0.443,0.245,5.89592229640172e-20
"STARD13",1.38661395135731e-24,1.81069957098365,0.107,0.026,5.92721999647197e-20
"USP20",1.3875986268889e-24,2.19865872808649,0.081,0.016,5.93142909049928e-20
"SUMO3",1.39661535309274e-24,-1.08514552000899,0.557,0.667,5.96997198833023e-20
"EZH2",1.44398545111532e-24,-2.80790723116666,0.098,0.32,6.17246020933753e-20
"CD4",1.5079021451647e-24,1.98278289119804,0.04,0.005,6.44567850972103e-20
"BLVRA",1.53912392012659e-24,0.773842104478102,0.49,0.256,6.57913910897313e-20
"MORN2",1.60817992293767e-24,0.775643531235472,0.436,0.222,6.87432589858937e-20
"BNIPL",1.644928962605e-24,1.24904770856746,0.214,0.077,7.03141334355131e-20
"TRIQK",1.89799847359459e-24,1.02098717481259,0.24,0.092,8.11318427522743e-20
"TNKS2",1.98602038568681e-24,1.07448245485152,0.281,0.116,8.48944274065683e-20
"VPS51",2.07501287758869e-24,0.869725756398278,0.367,0.173,8.86985004654063e-20
"ADCK4",2.07528204516929e-24,1.76999608227276,0.133,0.037,8.87100063028064e-20
"C6orf141",2.12756410612328e-24,1.91588996096155,0.181,0.062,9.09448552803459e-20
"PSEN2",2.22369827447958e-24,1.4391162788889,0.155,0.047,9.50542064409043e-20
"KIAA1551",2.22677642455838e-24,1.49093950297322,0.193,0.067,9.51857850441725e-20
"ARHGAP29",2.22956437597359e-24,0.707314012076423,0.386,0.177,9.53049588153671e-20
"INSIG1",2.35427392971972e-24,-1.85510154650653,0.221,0.446,1.00635793399799e-19
"RP11-539L10.3",2.54351637597707e-24,2.12596626509719,0.083,0.017,1.08725151007516e-19
"ABHD5",2.59361984607125e-24,1.14329810119356,0.383,0.188,1.10866873940162e-19
"RNASEK",2.77132515651452e-24,1.30514570259674,0.169,0.054,1.1846306514037e-19
"PEX11A",2.79178594594763e-24,1.08062288727868,0.24,0.092,1.19337682045477e-19
"MTHFD2L",2.86811970387898e-24,1.17251021519196,0.405,0.202,1.22600644862011e-19
"PPP1R12A",2.91969022630673e-24,1.01791061229189,0.388,0.191,1.24805078413708e-19
"ATP6V1D",3.08433059674947e-24,0.771134772929582,0.519,0.288,1.31842795688653e-19
"HMGXB3",3.13518363179746e-24,1.35258869330351,0.221,0.084,1.34016559524814e-19
"SPA17",3.17400798852549e-24,1.61509442520001,0.164,0.052,1.3567614547751e-19
"APOL3",3.21483318175702e-24,1.3445826767533,0.124,0.033,1.37421259187385e-19
"TPX2",3.44972408633157e-24,-5.30400586087345,0.014,0.219,1.47461905794329e-19
"MCUB",3.50947620614941e-24,-5.0237675920715,0.014,0.22,1.50016069908063e-19
"CRADD",3.68454146512369e-24,1.28182133260565,0.124,0.033,1.57499409468177e-19
"SRSF3",3.68805452854463e-24,-0.803998599356427,0.826,0.817,1.57649578877169e-19
"CISD3",3.7672437703154e-24,0.686685421243754,0.479,0.244,1.61034602205902e-19
"DPM2",3.88823800058523e-24,0.689169514925027,0.436,0.219,1.66206621573016e-19
"MAN1B1-AS1",3.97063173579513e-24,2.50697561075147,0.069,0.012,1.69728624178299e-19
"FBXO18",4.05066176063999e-24,1.7255221469594,0.136,0.038,1.73149587620317e-19
"ITGA3",4.23485535347984e-24,1.53991580882373,0.138,0.039,1.81023126939849e-19
"C5orf28",4.5314995538791e-24,1.56677976037171,0.107,0.026,1.93703479930116e-19
"LINC00116",4.75632192554182e-24,0.939692524887949,0.207,0.073,2.03313737029211e-19
"SCAMP1",4.77499382034428e-24,1.0132365867055,0.26,0.104,2.04111885844437e-19
"DDX6",4.78317528195747e-24,0.797901935600637,0.39,0.189,2.04461610602554e-19
"FBXO16",4.83523475137822e-24,1.75376715239548,0.102,0.024,2.06686944682413e-19
"RP11-295G20.2",4.91459772036714e-24,1.58515339617658,0.212,0.079,2.10079394154814e-19
"SETD2",4.98875939690557e-24,1.34849508414568,0.24,0.095,2.13249509180126e-19
"CASZ1",5.05363338256626e-24,0.882107943968642,0.348,0.159,2.16022612571177e-19
"CLASRP",5.12731028526782e-24,1.14977701057547,0.262,0.106,2.19172005454058e-19
"PBX1",5.19312873212455e-24,0.851455581544729,0.543,0.312,2.21985480783396e-19
"EPB41L5",5.19658191383608e-24,1.38605422970327,0.248,0.099,2.22133090488837e-19
"UBXN4",5.32570673184346e-24,0.564309194880436,0.852,0.63,2.27652659959381e-19
"NABP1",5.43756371516821e-24,1.8346864571133,0.21,0.079,2.3243409856858e-19
"RP11-4L24.3",5.46481194085329e-24,4.9604719712646,0.014,0.001,2.33598851223715e-19
"RP11-890B15.3",5.4717045699096e-24,4.4317352051155,0.014,0.001,2.33893483545356e-19
"ZNF66",5.54229453609097e-24,1.94547223370875,0.081,0.016,2.36910922239745e-19
"PI3",5.55705904217025e-24,-4.99250599999684,0.036,0.244,2.3754204581661e-19
"MALL",5.61543694926762e-24,-1.72565333901339,0.167,0.404,2.40037467833394e-19
"SHISA5",5.61629946408058e-24,0.602334680158018,0.424,0.206,2.40074336891588e-19
"R3HDM4",5.70989216765303e-24,0.858400347180595,0.357,0.163,2.44075050598497e-19
"DNAL1",5.84051639344325e-24,1.89052227357574,0.133,0.038,2.49658713754125e-19
"SETX",6.00315712259838e-24,1.07528091891496,0.207,0.074,2.5661095436259e-19
"GPNMB",6.21883000858912e-24,-4.22967721796653,0.024,0.232,2.65830107547151e-19
"BCAS1",6.36383941207036e-24,2.79861761624612,0.048,0.006,2.7202867950836e-19
"BEX3",6.59545464637762e-24,-1.78148390759503,0.086,0.327,2.81929304314058e-19
"AHSA2",6.71714629789255e-24,1.4929288967259,0.121,0.032,2.87131135649715e-19
"FYB2",6.71961487513983e-24,4.98246138596283,0.019,0.001,2.87236657452727e-19
"MDM2",6.76392842459391e-24,1.25306869001141,0.245,0.097,2.89130884437691e-19
"PSD4",7.19222417651636e-24,1.31170056464957,0.179,0.059,3.07438814649368e-19
"FBXL5",7.20742489661864e-24,0.992518750674163,0.236,0.09,3.0808858463086e-19
"ODF2L",7.34070585953092e-24,0.776124337713559,0.612,0.373,3.13785812671509e-19
"CPEB2",7.48757833231631e-24,1.6916724431478,0.112,0.028,3.20064023393193e-19
"CLDN4",7.66356046240382e-24,1.0396416066533,0.924,0.833,3.27586555525914e-19
"IL13RA1",7.98654336922119e-24,0.715441029572529,0.462,0.232,3.41392782860729e-19
"MRPS36",8.0014511125075e-24,0.765453939394849,0.5,0.275,3.42030029255246e-19
"DMXL1",8.22702818122864e-24,1.65845069502331,0.164,0.053,3.51672546634799e-19
"VPRBP",8.27094497290875e-24,2.58832811145192,0.062,0.01,3.53549813811958e-19
"VWA8",8.93412017447126e-24,2.0143253046064,0.093,0.021,3.81897900977948e-19
"LZIC",9.27458194542857e-24,0.923503538321626,0.343,0.157,3.9645127983929e-19
"CTSC",9.29600250624241e-24,-2.63867138879348,0.179,0.387,3.97366923131838e-19
"DENND2D",9.31110262000776e-24,0.975987014947966,0.257,0.102,3.98012392594852e-19
"PHF23",9.40046081899432e-24,1.11504109053202,0.271,0.113,4.01832098168731e-19
"THTPA",9.67888816806718e-24,1.23316264761529,0.174,0.056,4.137337536322e-19
"TP73-AS1",9.88223370017467e-24,2.14846441498749,0.067,0.012,4.22425961747667e-19
"MRPL36",1.03614301252578e-23,-1.18680679877939,0.481,0.619,4.42909692134268e-19
"DUSP3",1.05134127243917e-23,1.25193265716238,0.221,0.083,4.49406340316847e-19
"VCP",1.07365413471694e-23,0.803354802481598,0.619,0.407,4.58944196426105e-19
"ZNF154",1.10255352803902e-23,3.47131932977979,0.024,0.002,4.71297531095558e-19
"ZSCAN16-AS1",1.11198282312883e-23,1.02965085436262,0.236,0.09,4.75328177574649e-19
"NDRG1",1.14402351976142e-23,-2.25747733317719,0.26,0.467,4.89024293757215e-19
"MRPL51",1.1553211796286e-23,-0.862073666150655,0.731,0.76,4.93853591444043e-19
"RPS5",1.16605853180109e-23,-0.847840623404372,0.99,0.978,4.98443380003692e-19
"BLVRB",1.17943752517204e-23,0.684616824306505,0.688,0.427,5.04162364510041e-19
"RP11-708J19.1",1.20221068119926e-23,2.11168319855924,0.067,0.012,5.13896977785436e-19
"RAN",1.22576251803679e-23,-0.715467178480038,0.848,0.838,5.23964445960005e-19
"ZNF217",1.22610646121581e-23,0.941090421572199,0.3,0.131,5.24111467911312e-19
"SAFB2",1.27001116639641e-23,0.767524645694982,0.374,0.177,5.42878973187811e-19
"UTP11",1.27449479909912e-23,-3.18251305820263,0.045,0.258,5.44795546822911e-19
"RAD23A",1.2860453963992e-23,-0.921177715955725,0.695,0.721,5.49732965144801e-19
"SMC4",1.28758491362992e-23,-2.22026333014981,0.224,0.425,5.50391047180244e-19
"EGR1",1.37394812737236e-23,0.939095894702433,0.8,0.603,5.8730786652659e-19
"ARMCX3",1.3873668110949e-23,0.884459006797277,0.502,0.286,5.93043817070628e-19
"AC016549.1",1.39187727160882e-23,3.08573733347059,0.038,0.004,5.94971858521906e-19
"TXN",1.40711863910993e-23,-0.556271534531104,0.931,0.915,6.01486933473932e-19
"DYNC2H1",1.43071980610092e-23,2.13170911906539,0.093,0.021,6.11575488315898e-19
"RP11-452F19.3",1.44467679124471e-23,1.57806545687752,0.117,0.03,6.17541541185465e-19
"TMEM54",1.46451305570277e-23,-1.70370334150113,0.276,0.475,6.26020750790707e-19
"RBCK1",1.4693995873232e-23,0.532834122865947,0.545,0.295,6.28109547597175e-19
"CTD-3032H12.1",1.47127203005972e-23,3.23601190247775,0.043,0.005,6.28909941969329e-19
"MT-CO2",1.5062803175523e-23,0.502799558043098,0.998,0.97,6.43874584540906e-19
"AL445524.1",1.51988536700328e-23,-3.3718209121697,0.019,0.225,6.49690198979224e-19
"AC022007.5",1.52195225378096e-23,2.89900666801302,0.043,0.005,6.50573710401208e-19
"CFAP36",1.57546915727604e-23,0.759684807151119,0.436,0.227,6.73450045969218e-19
"DCP2",1.63015516225665e-23,1.10020932188761,0.267,0.11,6.96826125658228e-19
"RSPH4A",1.63308989973864e-23,3.92788969026294,0.017,0.001,6.98080608542278e-19
